QID,Brand,Model,Question,Dialogue,Report
Q1055,大众,迈腾,一七款迈腾钥匙丢了，需要配钥匙和重新换密码多少钱?什么地方能办理?四S店太贵了，其他维修站可以重置密码吗？,技师说：[语音]|技师说：[语音]|车主说：谢谢了|技师说：客气了，|车主说：配一次多少钱?|技师说：[语音]|车主说：哦，好贵|技师说：是的，,你好，根据描述情况分析，这个需要到ssss店里匹配钥匙，很高兴为你解答！
Q1056,奔驰,奔驰E级,车钥匙锁车里了，两把钥匙都锁里了怎么办，急急急,技师说：您好 这种情况的话要么打修理店弄要么就只能叫开锁的了 可以把门玻璃边的卡条拆掉用铁丝勾下看能否有用不行的话就只有找修理店弄的|车主说：修理店弄怎么弄|技师说：就是按我说的方法弄的|技师说：用铁丝勾|车主说：开锁的能打开吗|技师说：可以打开的|车主说：铁丝钩不伤车吗|车主说：他们一般用什么办法|技师说：铁丝是勾内室板里面的是不会伤车油漆的,这种情况的话只有找开锁的弄了或者让修理店的弄
Q1057,丰田,汉兰达,汽车停放半年后怎样保养,技师说：[语音]|车主说：￣般的洗车的地方可以换吗？换什M牌子的，大约多少钱？谢谢|技师说：[语音]|技师说：[语音]|车主说：我这怎不能语音呢？在外呢？估计多少钱？|技师说：[语音],车辆停放半年，我们只需要更换机油机滤就可以了，同时对电瓶进行充电，检查轮胎气压，包括各个油液。欢迎关注，将来有关于丰田车的问题，可以单独电话或者图文咨询。
Q1058,标致,标致308,东风标致308启动继电器可以单独换吗？,技师说：您好，启动继电器应该是集成在保险盒内部的，不能单独更换|车主说：那要换总成咯？有什么办法能够让它简单的可以用。一段时间？总成大概需要多少钱？,这个启动继电器是和保险丝盒集成为一体的，不能单独更换
Q1059,铃木,北斗星,09年1.4北斗星 昨晚空挡滑行等红绿灯 发现车灭火了 在一打 打不着了 水温高了 推到路边 打开机舱 防冻液 全没 没敢在打火 把车拉到家 今天早上家的普通水 加满了 能启动 我着车怠速三十多分钟 没发现地上漏 后来行驶一段时间 水温又正常偏高了 有人建议我更换气缸垫 我车烧机油 防冻液17年11月换的新的 希望有知道的 师傅指点迷津 说的详细点 谢谢,技师说：[语音]|技师说：您好，好久不收到您的回复，如果还有问题随时咨询，看到后第一时间回复你！|车主说：我当时就看了一段时间，然后我直接看看防冻液又没水了，真正一个矿泉水瓶儿，我一下就加了两瓶子哟|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：打开，着车都会往外冒水的,你好，根据描述情况分析，建议检查下发动机缸垫有没有漏气导致冷却液缺少，很高兴为你解答！
Q1060,别克,凯越,电瓶指示灯亮是怎么回事，谢谢,技师说：打开点火开关，不启动车辆的时候，电瓶指示灯点亮属于正常的，但是启动之后，如果这个灯还亮，那就说明是不发电，这是我们必须要关掉所有的用电设备，包括音响，灯光风扇，降温空调的呢，尽量的少踩刹车，尽快开到修理厂处理，否则电瓶电量耗尽容易导致发动机熄火。|技师说：我们也可以先检查一下发动机的皮带，看看是不是皮带断了。|车主说：电瓶和发电机都是原厂的，车子刚满五年。|车主说：皮带好的，车子启动亮的。|技师说：您的意思是说，发电机和电瓶都更换了还是出现这种情况吗？那么剩下的就是考虑线路问题更多一点。你可以找一个扳手，放在发电机的前后方向，感觉一下他有没有磁力。|车主说：没有换过|技师说：[语音]|车主说：好的，谢谢|技师说：您客气，有问题再沟通交流。|车主说：你好，我刚检查发电机好像发电，不启动大灯有点暗。|技师说：[语音],根据反馈的现象来看，如果是测量发电机是发电的，那么就应当考虑发电机指示灯线路的问题。
Q1061,雷克萨斯,雷克萨斯ES,雷克萨斯后杠喷漆加换右后灯罩多少钱,技师说：在雷克萨斯经销店后杠喷漆的话，估计得800到1000元，每个地区的喷漆价格有区别，像我们三线城市的雷克萨斯店就得这个价格。这个后尾灯没有单独的灯罩，得需要更换总成，这个您最好是走保险公司，让经销店来更换使用是原厂的。你这个灯也不便宜，不过要想查询的话，得需要车辆的17位编码，现在已经下班了，所以不便帮您查询，明天的时候您可以致电经销店问一下，我估计价格怎么也得一二千多块钱吧。|车主说：那喷漆加换总成大概得多少钱？|技师说：那加上喷漆换总成的话，我这里只能打这一个估计，但是价格不准确，以经销店报价为标准，我估计弄下来怎么也得3000块钱左右吧。|车主说：嗯|车主说：了解了，谢谢|技师说：您客气，有问题再沟通交流。,大致估计一下的话，费用大约在3000元左右吧，当然还是以当地的经销店报价为标准。
Q1062,奥迪,奥迪A6,车热挡位挂不上，转速起不来。仪表盘挡位灯闪。是什么情况？,技师说：您好，这种情况有可能是档位开关和变速箱输出传感器坏了，建议您先检查一下变速箱线束|车主说：你好变速箱换了电脑板也换了,需要检查一下变速箱线束
Q1063,华泰,圣达菲经典,汽车塑料件异响  还能怎么处理,技师说：什么地方的塑料响？是仪表台么？|车主说：应该仪表盘也有   车门李  还有后备箱   几个安全带的位置|车主说：仪表盘应该没响      大概是中控的一块|车主说：有什么办法可以加固一下啊！|技师说：车门衬需要拆开更换卡子，中控仪表台响的话有一种胶条可以塞到仪表台的缝隙处,门衬板需要更换卡子，仪表台需要弄点专用的缝隙胶条
Q1064,大众,途观L,严重不？修复好，外观上会不会看出来，性能上会不会受影响。,技师说：[语音]|技师说：[语音]|技师说：您好，好久不收到您的回复，如果还有问题随时咨询，看到后第一时间回复你！|车主说：受损换原厂新的了|技师说：[语音]|车主说：[图片]|车主说：看看梁|车主说：我是右侧受损|技师说：[语音]|车主说：你看被|车主说：图片发你了|技师说：[语音]|车主说：[图片]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：先吃饭，然后和你聊|车主说：嗯。|技师说：不会，放心好了|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：很高兴为你解答,你好，根据咨询问题这个不会有什么影响，放心好了，很高兴为你解答，
Q1065,广汽传祺,传祺GS4,gs4夏天打车不好着,技师说：[语音]|车主说：早上好着，下午下班打车就是不好着，天冷正常|技师说：[语音]|车主说：但是只要一着再熄火打车就好着呢|技师说：[语音]|车主说：我在网上查说是曲轴位置传感器|车主说：为什么天冷的时候好着呢|技师说：[语音]|技师说：[语音]|技师说：非常感谢您的慷慨打赏|技师说：[语音]|车主说：你说的很对|车主说：我这款车用5w30和40哪个更好|车主说：机油|技师说：[语音]|车主说：极护5w30高温抗磨性咋样|技师说：[语音]|车主说：好的谢谢你的解答|技师说：您客气了，有问题再沟通交流。|车主说：嗯,夏天不好找车，在冷车时的时候容易启动，应当检查是否喷油嘴存在滴油。还有一点就是考虑活性炭罐本身是否燃油蒸汽过高，有漏蒸汽的现象
Q1066,江淮,瑞风M3,漫步者nf651喇叭装车有雪花音，有功放刚开机和放歌，暂停，时，高低音都有雪花音？求解,技师说：您好，这种情况一般是音频线问题,这种情况一般是音频线问题
Q1067,东风,御轩,东风郑州日产御轩09年的，没高压电，没油，电脑板更换新的了，电脑解码仪读不到发动机模块，显示未配置,技师说：[语音]|技师说：您好，好久不收到您的回复，如果还有问题随时咨询，看到后第一时间回复你！,你好根据描述情况这个需要检查发动机电脑供电搭铁，然后就是模块的通讯线很高兴为你解答
Q1068,大众,朗逸,老师好，想问一个问题，买的颈椎按摩器可以在汽车上用吗？对车辆会不会有问题？,技师说：[语音]|技师说：[语音]|车主说：哦，非常感谢您，我这个东东是12Ⅴ，20W，应该可以用??|技师说：是的，这个肯定是没有问题的，因为那个保险丝的最大承受力就是120W|车主说：[图片]|车主说：非常感谢您|技师说：您客气了，有问题再沟通交流。,这个应该是没有问题的，只要不超过功率120瓦，那就没有问题。
Q1069,东南,东南DX7,转速高，提速慢。怎么回事？,技师说：您好，这种情况有可能是离合器片烧了|车主说：哦|车主说：没有别的原因了吗？|技师说：手动挡的吧？|车主说：恩|车主说：手动的|技师说：多是离合器片问题|车主说：我挂6挡转速俩千，速度90|技师说：这个速度差不多的|车主说：没问题吗？|技师说：嗯|车主说：哦，就是觉的提速慢|技师说：嗯，建议您将发动机转速提升到2000转左右再进行升档|车主说：从1挡到6挡都到2000转再升挡|技师说：如果还是动力明显不足，建议您到2500转换挡试试|车主说：哦|车主说：从1挡到6挡吗？|技师说：嗯|车主说：不会把离合片烧了吗？|技师说：如果6档2000转跑90迈的话，离合器片是没事的|技师说：只是发动机动力跟不上|车主说：怎么调动力？|技师说：这个不能调校的|车主说：哦,6档两千转跑九十迈是正常的，请您放心驾驶
Q1070,丰田,皇冠,05年皇冠3·0减速减到15公里左右车身发冲。,技师说：[语音]|车主说：他这种不是波箱问题吗？|车主说：你们之前有遇到过这种情况吗？|车主说：但是检测这些系统，发动机波箱这些都没有故障码。|技师说：不好意思，刚才接了一个咨询电话，是的，这种情况不是变速器的问题，就是电脑的问题。|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：原厂的好像是2000多块钱吧。记不太清了。|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：他又不是那里的问题，你更换电磁阀也没用。|技师说：要不我一上来还让你直接换电脑？|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：感谢|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：你那边杂音比较重，方言比较重，我听不太清楚。|车主说：[语音]|技师说：[语音]|车主说：好的??|车主说：多谢,这种现象是发动机电脑的问题导致
Q1071,北汽威旺,北汽威旺M20,你好，我的北汽威旺M20的车，只要一跑高速，跑到100以上车空调隔几十秒自己启动自己关闭，自己启动自己关闭，很频繁是怎么回事,技师说：[语音]|车主说：两千不会，可能三千五以上会，跑低速不会。|技师说：[语音]|车主说：只要一跑高速就会自己开自己关，很频繁|技师说：[语音]|车主说：好的，|技师说：好的，有问题再沟通交流。|车主说：好的，谢谢,这种情况应当在原地加油，门到3000转以上，保持跟行驶当中的转速一样，这时候接上压力表，观察一下压力的变化，同时检查一下温控开关以及膨胀阀的工作。
Q1072,大众,帕萨特,上海大众帕萨特车里没电没电打不着火车钥匙也没反应,技师说：[语音]|车主说：对.任何都没反应|车主说：车钥匙也锁不上车|车主说：可能是昨晚都没锁车|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：怎么测啊|技师说：[语音]|技师说：[语音]|车主说：这个是什么啊|车主说：车没电了|技师说：？|技师说：[语音],你好，根据描述情况分析，首先检查蓄电池电压够不够，是不是漏电导致电瓶没电，很高兴为你解答，
Q1073,陆风,陆风X7,汽车启动不了、发动机防盗认证失败求解,技师说：您好，需要检查一下遥控器电池是否电量不足，保险丝是否有烧的，或者是遥控钥匙的芯片出了问题|车主说：怎么检测|技师说：先检查一下保险丝看看是否有烧的，如果没有的话，用诊断电脑读取一下故障码，看看报的故障码信息，进行相关的维修处理,先检查一下是否有保险丝烧了，或者是用诊断电脑读取一下故障码看看
Q1074,本田,凌派,你好：我的车发抖是什么情况？，,技师说：[语音]|技师说：您好，好久不收到您的回复，如果还有问题随时咨询，看到后第一时间回复你！,你好，根据描述情况分析，说明发动机发抖的主要原因，很高兴为你解答！
Q1075,陆风,陆风X7,按一键启动出现、发动机防盗认证失败、求解,技师说：您好，建议您按一下遥控器解锁键试试|车主说：按了好多次了……放在一键启动边上都没反应|技师说：需要检查一下防盗系统是否有相关的保险丝烧了，或者是用诊断电脑读取一下故障码看看|技师说：或者是遥控器电池电量不足以及遥控器芯片问题|车主说：刚刚换过电池、还是没用|技师说：用诊断电脑读取一下故障码看看，将故障码信息进行拍照上传一下|车主说：算了、这些高级的东西我们怎么会有刚刚换过电池、还是没用|技师说：可以到修理厂进行快速测试读取故障码的,需要用诊断电脑读取一下故障码看看，或者是检查一下是否有保险丝烧了
Q1076,雪铁龙,富康,雪铁龙油泵坏了会没油没火吗,技师说：[语音],你好，根据描述情况分析，油泵坏了，一般高压火正常，很高兴为你解答
Q1077,奔驰,奔驰S级,2017款奔驰S350印象关闭,技师说：您好，这种情况需要用诊断电脑读取一下故障码看看|车主说：电脑故障显示音箱关闭|车主说：没有任何别的其他显示|车主说：你能提供电话吗？我电话和您沟通会详细一些|技师说：抱歉我们不能留下联系方式的|技师说：这种情况有可能是部件保护，或者是有保险丝烧了|车主说：那你这没解决任何问题啊！|车主说：您这回复和没回复一个样啊！|技师说：您可以到修理厂用诊断电脑读取一下故障码看看，可以将故障码信息拍照上传一下，方便我们为您分析故障原因，现在的车辆都是电控集成系统，不能贸然下定论的|车主说：那你知道奔驰的音箱关闭从那开启吗？ w|车主说：我的意思是开关|车主说：操控在哪？,这种情况需要用诊断电脑读取一下故障码看看，然后根据故障码信息进行维修处理
Q1078,丰田,汉兰达,汽车停放半年后怎样保养,技师说：[语音]|车主说：你好，我车已停放半年，现提车霁做哪些必要的保养？谢谢|技师说：[语音],你好，这种情况需要检查下轮胎气压，及时更换机油机滤，很高兴为你解答
Q1079,大众,桑塔纳,我16款桑塔纳 自动舒适 前两次保养加了5w30的全合成机油 第三次保养的时候加的是10w40的  说是德系车加这个好  我也不知道 车一年四季都在青海西宁跑 请问加那个机油好 ,技师说：您好，涡轮增压发动机建议使用10w40机油，自然吸气用30就行了|车主说：是1.6 自然吸气|技师说：嗯，用30的就行了，40的也可以的，带增压的才用10W40,用5w30的机油就行了
Q1080,哈弗,哈弗H6,哈弗h6 13年老款的 换空调压缩机大概多少钱,技师说：多大排量的发动机|车主说：1.5t|车主说：换压缩机加清洗 这边说拆下来很麻烦|技师说：[语音]|车主说：大概1000几  他说工时费得700多|技师说：[语音],你好，根据描述情况分析，加手工费需要1500块左右，很高兴为你解答！
Q1081,起亚,狮跑,07款起亚狮跑车内灯的保险在那里？符号是什么,技师说：驾驶室里的保险丝盒|技师说：ROOM LP。  这个保险丝|技师说：10A的保险丝|车主说：谢谢，大师,室内保险丝盒里的ROOM LP 保险丝
Q1082,长城,风骏5, 长城哈佛H5柴油版EGR阀是那个？是不是这个？这个黄色开口一亮就有故障码  不亮就没有故障码？也拆下来清洗过了  到底是不是这个坏了？来个大师帮忙解决一下 ,技师说：[语音]|技师说：[图片]|车主说：是那条管|车主说：那就是这个是ERG阀了 没错吧？|车主说：[图片]|技师说：嗯|车主说：这个是维修灯吗|车主说：你有这个阀的电路图吗|技师说：[语音]|车主说：你叫我堵住那条管啊？|车主说：好像我都没看到这个罚有管的 就链接进气歧管和连到涡轮增压器哪里的|技师说：[语音]|车主说：[图片]|车主说：红色剪头是链接进气歧管的 蓝色剪头链接到涡轮增压器的|技师说：[语音]|车主说：那蓝色剪头是链接废气的吗|技师说：[语音]|车主说：拨开了 又重新报2个故意码 一个是节气门芯片开路 一个是EGR电磁阀控制不良|车主说：[图片]|技师说：[语音]|车主说：没拨开就是三个了|技师说：[语音]|车主说：嗯我下午看看|技师说：[语音]|车主说：嗯 最好有电路图 那样好研究点|车主说：清洗过了 还是有那个故障码|车主说：我下午再看看|技师说：[语音]|车主说：先休息了 谢谢你了|技师说：客气|车主说：嗯 你看看能不能找到电路图发个我|技师说：好的，|车主说：找到了吗|技师说：上班帮你找|车主说：我一直找不到那个阀的那条进气管在哪里|技师说：现在都休息了|车主说：[图片]|车主说：进气歧管上面没有管子啊|技师说：上班帮你查，现在都在休息，不好意思！|车主说：[图片]|车主说：嗯|技师说：[图片],你好，根据描述情况分析，说明了并查询到了废气阀的电路图，很高兴为你解答！
Q1083,长安,逸动,长安逸动的搭铁线装哪,技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：稍等|车主说：师傅能不能快点|技师说：[语音]|车主说：好|技师说：嗯,你好，根据描述情况分析，这个只要把搭铁线固定死就可以了，很高兴为你解答
Q1084,丰田,普拉多(进口),一汽皇冠发电机不发电,技师说：[语音]|车主说：发电机插头没有常电线|技师说：[语音]|技师说：[语音]|车主说：4根|技师说：都没有电源线|车主说：有1条开锁匙有|技师说：嗯，仪表有充电指示灯吗|车主说：有2条从电脑板输出|车主说：有|车主说：可能电脑有故障|车主说：少了一条常电线|技师说：发电机有没有磁力|车主说：没有，着车只能测量电压是11V|车主说：发电机在外边换过1一2个月|技师说：我意思四根线，两根电脑模块的，一根点火开关的，还有一根呢|车主说：充电灯|技师说：充电指示灯也应该是火线，|车主说：这条应该是回路的|技师说：我知道，插头拔下来，肯定是电源线，|技师说：有了电源线，发电机没有磁力，我怀疑还是发电机本身问题|车主说：应该不是发电机问题，我看过这机是电装的，应该少了一条M的常电|技师说：不是有两条线电源了电脑模块也给一根电源线，|技师说：不行你把电脑模块给的两根线断开，在给发电机一根电源线试试|车主说：只有1条|技师说：？|车主说：[图片]|车主说：只有丨G有电|技师说：[语音]|车主说：B就肯定有电|技师说：[语音]|车主说：就这条无电|车主说：是不是电脑有问题|技师说：[语音]|技师说：[语音]|技师说：很高兴为你解答，有问题可以继续联系,你好，根据发电机线路图，可以直接给发电机电源线实验发电机发电机不发电机，很高兴为你解答！
Q1085,江淮,瑞风,请问一下车子有油有电就是打不着  怎么回事,技师说：[语音]|技师说：您好，好久不收到您的回复，如果还有问题随时咨询，看到后第一时间回复你！,你好，根据描述情况分析，建议检查下油压，缸压和点火正时，很高兴为你解答！
Q1086,大众,途观,车刚大修完一开钥匙门风扇就高速转打着车也是  报p2185,技师说：[图片]|技师说：检查下水温表检查水温传感器线路|车主说：线路没查到有坏的地方啊|技师说：你用解码器进发动机模块看下水温值是多少度|车主说：一个18一个25|车主说：就是一直高速转|技师说：大修前面是不是好的|车主说：是好的|车主说：[图片]|技师说：你看下是不是线路插头插错了|车主说：别的插头不够长而且都是比较粗的|车主说：就现在插的插头是细线|技师说：你拔掉水温传感器看看数值有变化不|车主说：拔水管上的那个吗？|技师说：[语音]|车主说：那个在水泵上的拔不到|车主说：得拆进气管|技师说：[语音]|车主说：我先拔下水管的吧  稍等一下|技师说：嗯|车主说：一个18一个39|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[图片]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：嗯|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：没事|技师说：[语音]|车主说：[图片]|车主说：1.8t|技师说：好的|车主说：麻烦了哥|技师说：没事|技师说：[语音],你好根据描述情况分析，说明了途观车子冷却系统控制电路，希望能帮助到你
Q1087,北汽幻速,北汽幻速S3,北汽幻速S3，电瓶是多大的,技师说：年款，排量，|车主说：15款1，5|技师说：[图片],你好，根据车型查到了蓄电池型号和容量，很高兴为你解答！
Q1088,雪铁龙,爱丽舍,雪铁龙爱丽舍老08款更换电脑板需要重新匹配吗,技师说：[语音]|车主说：找同款车型的电脑板更换也需匹配吗|技师说：[语音]|车主说：为什么有些卖电脑板的商家说不需匹配，只要解码就可直接安装|技师说：[语音]|车主说：雪铁龙爱丽舍08款有防盗吗|技师说：[语音]|技师说：[语音],你好，只要有防盗电脑的车子更换发动机电脑模块都需要匹配，
Q1089,福特,福睿斯,车右前门受损严重，换新的需要多少钱和时间，车门加车门上所有配件都换,技师说：[语音]|技师说：您好，好久不收到您的回复，如果还有问题随时咨询，看到后第一时间回复你！,你好，根据图片分析，这个需要整个车门更换掉，大概需要二三千块，
Q1090,奥迪,奥迪A4L,奥迪怎么看汽车玻璃日期。汽车是18年1月造的！但是玻璃是。。。。。。8在网上看这个8代表着08年 然后7-6=1 到底这个代表着08年还是18年！,技师说：[语音]|车主说：为什么，不过网上说是08|车主说：怎么区分08还是18|技师说：[语音]|车主说：对呀，就害怕这个！08和18真不好区分！玻璃还真不好看，师傅，我去给您拍个照您看一下|技师说：好的|技师说：[语音]|车主说：[图片]|车主说：拍的不清楚|车主说：[图片]|技师说：看不清楚。|技师说：[语音]|技师说：[语音]|车主说：[图片]|车主说：那一串|车主说：4R、开头的那个|技师说：[语音]|技师说：[语音]|车主说：好几个数字，您要哪一个|车主说：还有车架号怎么看是不是今年产的|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：嘿嘿，我也就是闲的没事|车主说：[图片]|车主说：这五面玻璃43R-后面的数字都不一样|技师说：[语音]|技师说：[语音]|车主说：嗷嗷，这么说，我的车和玻璃都是在18年一份月份产的|技师说：[语音]|车主说：我的这些玻璃都是六个点一个8|技师说：嗯|技师说：[语音]|车主说：[图片]|技师说：[语音]|车主说：好的，谢谢您！|技师说：客气不用谢,你好，根据描述情况分析，说明了看玻璃生产日期的方法，很高兴为你解答
Q1091,金杯,阁瑞斯,空调时有时无是怎么回事,技师说：[语音]|车主说：断开的|技师说：[语音]|车主说：现在一直不工作了|车主说：我觉得是压力开关|技师说：[语音]|车主说：保险也是好的|车主说：[语音]|车主说：现在压缩机一直不工作。然后那跟线没有来电|技师说：[语音]|车主说：hao|技师说：嗯,你好，根据描述情况分析建议检查下空调压力，一般是压力传感器导致的空调是有时无，
Q1092,现代,索纳塔,老索纳塔尾灯继电器翁翁响什么原因，还关不掉尾灯 ，和小灯,技师说：[语音]|车主说：拔了就没有空调|技师说：你好，稍等一下，帮你查询|车主说：拔了没有空调，尾灯也没有亮，小灯也没有亮|车主说：拔了也不会响|技师说：[语音]|技师说：[语音]|车主说：小灯不亮，尾灯也不亮|技师说：[语音]|车主说：换了也没有用|技师说：[语音]|技师说：[语音]|车主说：正常，是的4个脚的|技师说：[语音]|车主说：没有，就是一下吸和，一下子不吸和|车主说：就是接触不良一样|技师说：那还是线路出了问题,你好，根据描述情况分析，这个属于继电器线路问题导致这种现象，需要检查线路，很高兴为你解答
Q1093,别克,昂科威,买新车注意哪些事项，好像看过一次，现在找不到了。,技师说：[语音]|车主说：有没有详细的文章|车主说：麻烦发一下|技师说：你好，新车提车，主要注意检查车身漆面有没有划痕和色差，车子的行驶里程应该在50公里以内，车子生产日期应该在四个月以内，很高兴为你解答|车主说：那底盘什么的看什么|技师说：[语音]|技师说：很高兴为你解答|车主说：谢谢|技师说：客气,你好，根据咨询问题分析，新车主要看行驶里程，生产日期和车身漆，
Q1094,大众,桑塔纳,17年2.0T4杠威霆加多少机油,技师说：你好，稍等一下，帮你查询|技师说：车型是什么车型，不是桑塔纳把|技师说：你好，帮你查了下需要六升左右,你好，根据描述情况分析，说明了该车机油加注量，很高兴为你解答！
Q1095,别克,凯越,请问大师，我的车机油加到上限过一点，这样会不会有问题，需要抽出来一点吗？,技师说：[语音]|技师说：[语音]|技师说：很高兴为你解答,你好，如果机油加到上线，最好是放掉一点，很高兴为你解答！
Q1096,中华,中华H530,汽车玻璃外压条老化脱落了，会出现漏水状况吗，该怎么办，修理厂有换吗，什么价位？,技师说：[语音]|车主说：我担心会漏到车门里，那这个修理厂能换吗，或者上网买来自己换？|技师说：[语音]|车主说：复杂吗，要不要大拆什么的，能简单描述一下怎么换吗，如果去修理厂换大概一条多少钱|技师说：不需要大拆，换一个需要几十块钱左右手工费，具体需要看车子玻璃压条的构造，每个车型都不一样|车主说：12款中华H530的车子|车主说：我看了一下车子，好像自己不好取下来哦|技师说：嗯|车主说：淘宝上价格都是50左右一条，怎么这么贵的|技师说：差不多|车主说：我上网搜了一下，都是说门上边有个帽子打开，里面螺丝松掉就可以拔出来了？|技师说：关键你有动手能力就可以，|车主说：明白怎么操作，动手能力没问题，只是不知道怎么入手而已|技师说：那你可以把门内饰板拆掉研究下，|技师说：不要盲目去拆压条，容易损坏|车主说：内饰板是从哪里拆起|技师说：[语音]|车主说：好复杂，还是不敢动，还是找修理厂比较安全|技师说：嗯,你好，根据描述情况分析，这个压条坏了会导致雨水漏到门板没，及时更换，很高兴为你解答
Q1097,宝马,宝马5系,13款宝马五系 要安装行车记录仪 找不到ACC线 请问ACC线在哪,技师说：[语音]|车主说：测过了 里面没有 我看网上有说 这款五系没有ACC|技师说：[语音]|车主说：哦哦哦 这样呀 当时师傅测的熄火都有点 等明天换个地方再测一遍吧|技师说：[语音]|车主说：说的有可能不再保鲜盒这个位置 在后备箱附近|车主说：明天我换个地方再去找吧|技师说：好的，|车主说：感谢??|技师说：客气了,你好，根据描述情况分析，这个一般在保险丝盒里用万用表就可以很好找到，很高兴为你解答
Q1098,丰田,花冠,各位大师：深圳的天气把后风挡玻璃上的除雾贴膜都晒起了泡泡，从车内后视镜向后看很不清楚，有什么好办法处理吗？谢谢！,技师说：你好，一种方法是把太阳膜揭下来重新贴。另一种方法用针把气泡的空气放出来，但效果不是很理想,一种是把膜揭下来重新贴新膜，另一种是用针把空气放出来
Q1099,奥迪,奥迪A6L,仪表盘疑问，汽车仪表盘时间下面的数字是什么意思？,技师说：您好，时间下面是年月日的意思，排列的顺序是日、月、年。也就是2018年4月13号。,看图片，时间下面的是日、月、年，也就是2018年4月13号。  
Q1100,福特,福克斯,你好我的车室外温度在20往上一下就着车了，温度低于15一下就得两下启动，第一下打着熄火，第二下正常是怎么回事,技师说：检查一水温传感器，二就是大气温度传感器|车主说：温度传感器我都换两个了，水温传感器也换了，还是那样|技师说：怠速多少？|车主说：怠速冷天在850热天就调到800以下了，车子还震动还比较大|车主说：还望老师给予解决|技师说：你多少公里|车主说：11000|技师说：有没有出过事故|车主说：没有啊|技师说：先洗个节气门，看看|车主说：这些都弄了，不管事|技师说：是起步的时候吗？|技师说：你才一万多，怠速不高，而且手动的，该弄的都弄了，那你就去把电脑KMV清零吧|技师说：就是用电脑重新匹配下，看看空滤里面有没有东西,你是十一万，建议检查一下废气管
Q1101,宝马,宝马5系,宝马14年525Li仪表可达里程不显示 车载电脑和旅程电脑都不能复位 怎么回事？谢谢,技师说：你好!这是议表小显示屏坏了，可以单换。|车主说：你好 单换后 需要编程仪表吗|技师说：需要重新编程仪表,分析:可以维修或更换小屏，换好后需要重新编程。
Q1102,奥迪,奥迪A6,你好03年奥迪A6  2.4飞轮法兰盘这个曲轴位置标记怎么对,技师说：你好!这个没有记号的，正时皮带需要用专用工具对好就可以了。|车主说：您看法兰盘那有个记号标记|车主说：[图片]|技师说：我们装都没有对记号，把正时对好就可以了|车主说：好的|车主说：但是不对的话曲轴位置传感器不就检测不到信号了吗？|技师说：可以检测到信号。|技师说：[语音],分析:这款没有记号，可以直接装。
